Sentence	Firmware	Installation	Performance	Usability	Support	Sentiment
"I gave it 1 week for trial, but the connection kept falling, so I returned it."	0	0	0	0	0	0
Dont waste your time.	0	0	0	0	0	0
"If you have AT&T(or even older SBC) wireless-G router, you dont need to have this one."	0	0	0	0	0	0
"I live in an old house which is not friendly for wireless system, and I tested both of them and the result were same, even this is worse sometimes."	0	0	0	0	0	0
Why do I pay for it!	0	0	0	0	0	0
Thanks for Amazons return policy.	0	0	0	0	0	0
"this router is pretty good, although i do have some connection problems occasionally."	0	0	0	0	0	0
"this is good if 4+ wireless devices in your home, although the connection speed gets really slow if you have them on at the same time."	0	0	0	0	0	0
For instance i have 2 laptops a ipod touch and a ps3 being used on the internet at the same time the connection slows down to about .5 mbps... and i have 12 mbps right now... so ya... On the plus side it OWNS with other wireless devices.	0	0	0	0	0	0
"i have 6 other devices that i use (printer, storage, etc...) and they connect GREAT!"	0	0	0	0	0	0
"so you should only buy this if you have a big house, or you have a smaller house and like to work outside."	0	0	0	0	0	0
"try putting in a central location, on a 6 ft plus hight and away from walls for at least 10 ft"	0	0	0	0	0	0
I would not buy this except we moved and qwest did not offer wirless router in our area yet so we had to wait... the new router quest gave us works much better than this so try to just get your router from your internet provider.	0	0	0	0	0	0
"Briefly, bought this for my father and planned on installing it in a few minutes but ran into the dreaded error 322 which means the computer doesnt detect the router."	0	0	0	0	0	0
checked online for solutions and what a mess that was!	0	0	0	0	0	0
"this should be simple and from what ive seen online, more people have problems like I did than ever should."	0	0	0	0	0	0
I have nothing but positive comments on this product.	0	0	0	0	0	0
"Not only was I able to connect my PC with ease, my peripherals were just as easy."	0	0	0	0	0	0
When it detects a new wireless device simply push the refresh button on the router and it will connect to the device.	0	0	0	0	0	0
"Of course, you must supply encryption pass codes for your secure network."	0	0	0	0	0	0
The Easylink Advisor is a priceless and extremely convenient tool that allows you to control your network from your desktop.	0	0	0	0	0	0
I bought this product a few weeks ago.	0	0	0	0	0	0
I enjoy with the performance that product gives us.	0	0	0	0	0	0
It increases the accessibility and speed for downloading and browser internet at same time from multiple computers.	0	0	0	0	0	0
It was very easy to set up but there was not much improvement over the G router.	0	0	0	0	0	0
In addition it makes quite a bit of noise when ever there is data streaming.	0	0	0	0	0	0
"The default configuration works with most of the devices in my house flawlessly, including two different brands of laptops, IPod touch and PS3."	0	0	0	0	0	0
"However, I was experiencing connection problems with my old Powerbook equipped with AirPort Extreme supporting IEEE 802.11g."	0	0	0	0	0	0
I tried different security schemes but didnt make a difference.	0	0	0	0	0	0
I searched on-line but didnt find anything that applied to my case.	0	0	0	0	0	0
"As a last ditch effort, I switched to a different compatibility mode -- from mixed, which is the factory default, to b and g only -- and I was able to connect."	0	0	0	0	0	0
I didnt sense any bandwidth degradation after the mode switch on any of the other devices as they are all 802.11g based.	0	0	0	0	0	0
"So, I am keeping this router for now but will have to retire my Powerbook or buy another router thats compatible with it when I introduce a 802.11n device in my household in the future."	0	0	0	0	0	0
[...]Pretty easy to set up.	0	0	0	0	0	0
Comes with some software to help get you going	0	0	0	0	0	0
"Im NO IT guy, but i do have some experience with routers and PCs and software, having lived with 2 tech-heads for about 5 years"	0	0	0	0	0	0
There is lots of great info and how tos on the linksys site	0	0	0	0	0	0
You will DEFINITELY NEED some research and info if you plan on accessing the router admin page!	0	0	0	0	0	0
"Be careful, you cannot just whip thru it!Also, you can get some nice software offthe linksys/pure network magic site.[..."	0	0	0	0	0	0
We were very pleased with our order of a refurbished Linksys Wireless router.	0	0	0	0	0	0
The installation was easy and the router works great!	0	0	0	0	0	0
"I am rating this router with 2 stars, because knowing what I know now, I would not have purchased it."	0	0	0	0	0	0
"Having said that, many people will likely find this router to be compatible with their equipment, and to have decent performance as well in their environment"	0	0	0	0	0	0
The deal-breaker for me is that this router has EXTREMELY poor performance while streaming music from a computer to another device on the network.	0	0	0	0	0	0
"I used to do this on an old-school 802.11B router, so I would have expected this to work no-problem on an updated N router"	0	0	0	0	0	0
"While this took a great deal of time to track down, I find this unfortunate limitation to be quite consistent."	0	0	0	0	0	0
We use an Airport Express to play music on our system upstairs (i-tunes streams music to the AE).	0	0	0	0	0	0
"Additionally, we occasionally stream music from a computer to either an i-phone and ipod-touch (using SimplifyMedia)."	0	0	0	0	0	0
Note that it is impossible to have multiple audio streams going at once using this router.	0	0	0	0	0	0
"Additionally, nobody else can surf the internet while anything is streaming"	0	0	0	0	0	0
"On the plus side -- I have found this router to be compatible with all of my devices, which are:* Lenovo laptop* 2 Dell laptop (one using an add-on N card, the other using built-in G)* i-phone, i-pod touch* MAC TV* Airport Express* Rocu SoundBridgeI have recently gone through three routers, trying to find one that was compatible with all the devices above."	0	0	0	0	0	0
A Netgear router came very close -- it was compatible with everything above except the Airport Express.	0	0	0	0	0	0
"It had MUCH better performance while streaming media -- I would recommend it, except for people who need AE compatibility."	0	0	0	0	0	0
"Ive had this router only a short time, I upgraded from a D-Link wireless G.  So far it has performed great."	0	0	0	0	0	0
"I get a strong signal throughout my three bedroom house, and it does not freeze up the way my D-Link used to."	0	0	0	0	0	0
My only complaint is with the installation CD.	0	0	0	0	0	0
"First, it assumes that you will have one computer wired to the router."	0	0	0	0	0	0
"If you plan to be completely wireless, youll need to go ahead and wire one computer during the setup process."	0	0	0	0	0	0
After that you can disconnect.	0	0	0	0	0	0
This can be a problem if you are trying to set up the router on top of a seven foot entertainment center!	0	0	0	0	0	0
"Second, after you configure the router, the CD begins installation of EasyLink."	0	0	0	0	0	0
"This is a program that not only helps you to set up your wireless network, but also takes over management of it."	0	0	0	0	0	0
This is a problem if you prefer to let Windows manage your wireless network.	0	0	0	0	0	0
I ended up uninstalling the program and setting up the network again in Windows.	0	0	0	0	0	0
This made setup take significantly longer than necessary.	0	0	0	0	0	0
"That said, the router itself is great and I dont regret the purchase."	0	0	0	0	0	0
"I am currently using this router only in Wireless-G mode, and so far it has been solid - easy setup through the WUI, no wireless drops, and at least as good, if not better range than my previous routers."	0	0	0	0	0	0
I received the V3 version	0	0	0	0	0	0
Why use a Wireless-N router only in G mode?	0	0	0	0	0	0
1) Because all of my current peripherals are G only.	0	0	0	0	0	0
2) I wanted something that could be used with newer generation N peripherals in the future.	0	0	0	0	0	0
3) It cost little more than a G-only device.	0	0	0	0	0	0
4) The WRT54G2 that I purchased to replace my WRT54G was unreliable and constantly dropped the wireless connection.	0	0	0	0	0	0
"I needed a replacement while the G2 was being RMAd, and I didnt want a lifetime supply of G-only routers"	0	0	0	0	0	0
The one caveat with the WRT160N is that the setup CD didnt work for me.	0	0	0	0	0	0
"It seems to expect that your computer is connected directly to your modem, which of course was not the case for me since I was swapping an existing router."	0	0	0	0	0	0
"Im not going to re-provision my PC and modem just so the installation CD will know where to start, so I junked the CD, reset the router, and provisioned it through the web interface with no problems."	0	0	0	0	0	0
"The last bit was easy for me since Ive used other Linksys routers, but a CD install error is likely to send a beginner into the weeds given the lack of documentation included with the router."	0	0	0	0	0	0
I was getting a new ISP and having problems with my Roku.	0	0	0	0	0	0
"I thought it might be the router (my Dlink) so I went to Best Buy and since they were out of Dlinks, the salesman said this would be a good one and was on sale."	0	0	0	0	0	0
It set up fine and worked for a few hours.	0	0	0	0	0	0
Then it dropped out.	0	0	0	0	0	0
"After much frustration, I reinstalled the Dlink which is working perfectly."	0	0	0	0	0	0
Would never buy another Linksys product.	0	0	0	0	0	0
"Unfortunately, I wasted my money on this new Linskys router."	0	0	0	0	0	0
"I even had my computer tech come over to try and figure it out, but it is not compatible with my macs."	0	0	0	0	0	0
I should have just given in and gone to Apple once again.	0	0	0	0	0	0
I am stuck with it now since I bought it on here third party and cannot return it.	0	0	0	0	0	0
My fault.	0	0	0	0	0	0
Oh well.	0	0	0	0	0	0
"I just moved to a bigger apartment and my present router, a linksys WRT54GX4 with SRX 400 was not enough to provide full coverage."	0	0	0	0	0	0
"I decided to install a 2nd wireless network and since the WRT54GX4 is not available anymore, I decided to buy the WRT160N"	0	0	0	0	0	0
"Setup of the WRT160N was easier than any other linksys router I have owned, however the range is ridiculous short for a new tech router from linksys."	0	0	0	0	0	0
